Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,domain,Realistic_Salary_INR,Fresher_Salary_INR,Top_Skills,Job_Type,Work_Mode,Industry_Demand_2025,Learning_Difficulty,Skill_Gap_Index,Degree_Needed,AI_Assist_Boost,Stress_Level,WLB_Score,Future_Category
Doctor,33702.0,11,PhD,0.53,0.5,0.25,Low,0.51,0.49,0.36,0.37,0.43,0.02,0.08,0.51,0.15,0.78,health,160645.0,38164.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,70,9,40,Master,0.17,6,8,High Growth
Teacher,17587.0,2,High School,0.1,0.74,0.14,Low,0.04,0.14,0.32,0.31,0.8,0.84,0.19,0.12,0.63,0.8,education,141877.0,32665.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,75,5,38,Diploma,0.13,2,5,Declining
HR Specialist,15958.0,2,High School,0.01,0.91,0.59,Medium,0.83,0.06,0.68,0.29,0.07,0.49,0.16,0.74,0.74,0.84,general,93803.0,47189.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,77,8,58,Bachelor,0.27,5,8,Declining
Data Scientist,12568.0,9,PhD,0.01,0.76,0.49,Medium,0.69,0.38,0.54,0.52,0.16,0.62,0.44,0.81,0.69,0.11,data,589300.0,74972.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,73,5,70,Master,0.33,9,9,High Growth
Security Guard,27192.0,4,Master's,0.7,0.59,0.9,High,0.22,0.5,0.94,0.57,0.42,0.01,0.13,0.58,0.49,0.36,general,114158.0,43456.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,90,6,31,Diploma,0.86,6,5,Risky
Chef,19416.0,7,Master's,0.77,0.62,0.58,Medium,0.91,0.18,0.84,0.12,0.57,0.34,0.47,0.3,0.26,0.74,general,116885.0,44046.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,51,6,86,None,0.34,4,9,High Growth
UX Researcher,16368.0,2,High School,0.87,0.89,0.62,Medium,0.26,0.66,0.1,0.02,0.1,0.32,0.03,0.63,0.32,0.74,general,193810.0,62228.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,74,3,48,None,0.25,8,8,High Growth
Teacher,24413.0,4,Master's,0.22,0.91,0.15,Low,0.13,0.99,0.28,0.72,0.22,0.88,0.39,0.9,0.34,0.01,education,86894.0,31948.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,64,4,25,None,0.81,2,7,Risky
Mechanic,30024.0,2,Bachelor's,0.52,0.62,0.39,Medium,0.78,0.04,0.49,0.53,0.69,0.04,0.59,0.0,0.27,0.5,construction,90178.0,55053.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,59,6,92,Diploma,0.86,9,3,Declining
Security Guard,34466.0,7,Master's,0.13,0.67,0.87,High,0.37,0.62,1.0,0.99,0.35,0.5,0.9,0.09,0.45,0.38,general,111421.0,29803.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,66,3,28,Bachelor,0.19,4,6,Risky
Financial Analyst,29803.0,13,PhD,0.99,1.23,0.46,Medium,0.83,0.49,0.87,0.27,0.22,0.25,0.54,0.29,0.15,0.99,general,191444.0,60698.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,53,9,19,None,0.32,4,5,Stable
Teacher,19658.0,6,Master's,0.64,1.39,0.28,Low,0.68,0.52,0.88,0.57,0.13,0.37,0.45,0.94,0.66,0.88,education,114736.0,39022.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,72,5,64,None,0.33,7,3,High Growth
Software Engineer,31256.0,0,High School,0.31,1.22,0.38,Medium,0.41,0.81,0.61,0.83,0.25,0.75,0.2,0.55,0.43,0.56,software,364402.0,65264.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,87,4,21,Master,0.34,9,9,Declining
Truck Driver,12214.0,13,PhD,0.36,1.17,0.84,High,0.55,0.51,0.94,0.93,0.36,0.35,0.55,0.1,0.3,0.23,general,198580.0,50798.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,67,4,63,PhD,0.33,3,6,Risky
Research Scientist,8226.0,5,PhD,0.64,0.88,0.09,Low,0.89,0.87,0.86,0.39,0.06,0.11,0.28,0.22,0.87,0.99,data,556585.0,103106.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,66,8,68,Diploma,0.86,6,9,Stable
Research Scientist,31186.0,14,PhD,0.73,1.09,0.24,Low,0.95,0.6,0.15,0.16,0.58,0.33,0.91,0.61,0.68,0.01,data,686309.0,84339.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,75,6,11,None,0.76,6,4,High Growth
Truck Driver,15674.0,0,High School,0.43,1.21,0.8,High,0.98,0.67,0.66,0.92,1.0,0.2,0.81,0.16,0.46,0.1,general,192879.0,56110.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,88,4,10,None,0.59,7,4,Risky
UX Researcher,26712.0,0,High School,0.47,1.13,0.57,Medium,0.62,0.29,0.84,0.55,0.49,0.99,0.28,0.53,0.68,0.13,general,143472.0,67433.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,99,5,49,Bachelor,0.13,3,6,Stable
Graphic Designer,30078.0,9,PhD,0.8,0.74,0.5,Medium,0.63,0.67,0.73,0.87,0.39,0.71,0.73,0.3,0.97,0.87,general,119624.0,37971.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,71,8,53,Master,0.67,8,3,Stable
Customer Support,12736.0,2,Master's,0.68,1.22,0.81,High,0.86,0.69,0.66,0.22,0.41,0.43,0.73,0.62,0.09,0.31,general,101488.0,44627.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,95,6,28,None,0.36,6,8,Risky
Teacher,33019.0,0,High School,0.74,1.24,0.17,Low,0.12,0.29,0.25,0.78,0.18,0.46,0.67,0.96,1.0,0.95,education,68612.0,47583.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,96,7,58,Bachelor,0.19,9,4,Risky
Software Engineer,18685.0,7,Master's,0.75,1.26,0.65,Medium,0.95,0.45,0.42,0.46,0.66,0.78,0.87,0.46,0.36,0.98,software,129707.0,55391.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Onsite,98,3,36,Bachelor,0.41,9,3,Declining
HR Specialist,22726.0,13,PhD,0.22,1.22,0.37,Medium,0.4,0.29,0.17,0.58,0.37,0.46,0.2,0.77,0.31,0.34,general,96942.0,41447.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,90,6,24,None,0.68,8,9,Stable
Marketing Manager,25475.0,1,High School,0.43,0.96,0.51,Medium,0.97,0.9,0.61,0.04,0.61,0.09,0.71,0.39,0.84,0.94,sales,58881.0,29657.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,50,9,35,Diploma,0.17,8,4,High Growth
Teacher,34621.0,9,PhD,0.46,1.09,0.1,Low,0.93,0.43,0.17,0.76,0.22,0.14,0.56,0.67,0.57,0.66,education,152733.0,57600.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,62,6,56,Bachelor,0.15,6,9,Declining
Nurse,22637.0,4,Bachelor's,0.48,0.86,0.29,Low,0.05,0.3,0.94,0.98,0.82,0.08,0.56,0.4,0.81,0.06,health,78982.0,50494.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,92,8,56,Bachelor,0.44,9,6,Risky
Retail Worker,23402.0,3,Bachelor's,0.49,0.66,0.87,High,0.82,0.7,0.44,0.88,0.14,0.26,0.49,0.06,0.1,0.4,data,344281.0,84472.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,95,9,85,Diploma,0.5,5,7,Declining
Graphic Designer,15576.0,4,Master's,0.91,0.97,0.36,Medium,0.18,0.38,0.21,0.08,0.67,0.58,0.29,0.78,0.78,0.49,general,190686.0,51772.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,50,4,80,PhD,0.13,4,4,Stable
Lawyer,12822.0,6,Master's,0.92,1.17,0.4,Medium,0.61,0.41,0.64,0.47,0.49,0.74,0.61,0.08,0.07,0.31,general,102813.0,40489.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Onsite,69,5,41,Bachelor,0.11,6,9,Declining
Lawyer,16662.0,5,PhD,0.28,1.15,0.38,Medium,0.7,0.77,0.12,0.65,0.96,0.19,0.91,0.61,0.59,0.05,general,104846.0,28982.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,58,3,85,Bachelor,0.13,7,5,Risky
Lawyer,16752.0,4,Bachelor's,0.48,1.22,0.62,Medium,0.52,0.26,0.14,0.16,0.87,0.12,0.38,0.33,0.87,0.48,general,140658.0,40840.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,86,5,42,Bachelor,0.17,4,7,Stable
Lawyer,24698.0,1,High School,0.74,1.35,0.34,Medium,0.25,0.14,0.46,0.72,0.17,0.13,0.61,0.23,0.48,0.05,general,129543.0,39105.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,57,3,14,None,0.57,4,8,Stable
Customer Support,17285.0,3,Bachelor's,0.54,1.15,0.77,High,0.28,0.8,0.72,0.58,0.63,0.09,0.86,0.77,0.59,0.92,general,163756.0,51662.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,60,6,67,PhD,0.18,2,4,Risky
Lawyer,14246.0,7,Master's,0.27,0.8,0.65,Medium,0.65,0.8,0.29,1.0,0.14,0.96,0.9,0.55,0.59,0.78,general,110221.0,71820.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,59,3,18,Diploma,0.28,2,6,High Growth
Security Guard,27208.0,2,Master's,0.53,1.4,0.72,High,0.91,0.73,0.77,0.06,0.19,0.93,0.12,0.63,0.78,0.23,general,123767.0,69790.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,71,5,13,Master,0.56,2,4,Risky
AI Engineer,27394.0,8,PhD,0.62,1.35,0.11,Low,0.44,0.62,0.92,0.02,0.21,0.23,0.33,0.28,0.59,0.89,software,342242.0,90394.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,57,6,26,Bachelor,0.61,5,8,Declining
Marketing Manager,22608.0,3,Bachelor's,0.24,1.36,0.55,Medium,0.22,0.36,0.79,0.74,0.58,0.14,0.8,0.31,0.77,0.65,sales,89065.0,38144.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,69,7,25,Master,0.79,3,6,High Growth
Financial Analyst,17645.0,1,High School,0.21,0.63,0.4,Medium,0.16,0.62,0.6,0.59,0.64,0.81,0.91,0.23,0.59,0.08,general,185247.0,59359.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,69,4,73,PhD,0.26,4,8,Risky
Mechanic,33230.0,4,Bachelor's,0.65,0.99,0.6,Medium,0.43,0.13,0.87,0.08,0.19,0.28,1.0,0.42,0.5,0.77,construction,111874.0,31361.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,66,5,62,Diploma,0.11,9,4,Risky
Marketing Manager,9270.0,6,PhD,0.49,1.47,0.62,Medium,0.4,0.38,0.93,0.68,0.62,0.76,0.56,0.16,0.32,0.56,sales,74678.0,30506.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,56,3,30,None,0.17,5,8,Declining
Software Engineer,17365.0,7,Master's,0.44,1.26,0.37,Medium,0.06,0.84,0.62,0.18,0.81,0.66,0.33,0.38,0.16,0.84,software,230464.0,68832.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,71,8,57,Bachelor,0.4,4,9,High Growth
Lawyer,11293.0,6,Master's,0.56,1.38,0.31,Medium,0.07,0.16,0.03,0.66,0.63,0.21,0.15,0.15,0.95,0.69,general,202371.0,53275.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,64,3,49,Bachelor,0.74,8,9,Risky
Data Scientist,17637.0,2,Master's,0.32,0.93,0.34,Medium,1.0,0.76,0.62,0.59,0.5,0.26,0.23,0.55,0.07,0.07,data,470208.0,116851.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,94,9,43,Diploma,0.68,6,8,Stable
Retail Worker,30483.0,7,Master's,0.92,1.41,0.7,Medium,0.11,0.58,0.85,0.95,0.86,0.68,0.2,0.07,0.05,0.61,data,228854.0,119655.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,70,9,90,Diploma,0.9,6,8,High Growth
AI Engineer,33256.0,7,Master's,0.74,1.21,0.07,Low,0.91,0.52,0.9,0.9,0.2,0.38,0.13,0.77,0.5,0.93,software,197722.0,63900.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,52,9,86,Bachelor,0.24,4,3,Risky
Security Guard,32250.0,1,Bachelor's,0.69,1.49,0.87,High,0.07,0.59,0.18,0.03,0.33,0.27,0.79,0.37,0.73,0.02,general,189647.0,52808.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,57,5,23,Diploma,0.31,6,7,High Growth
Mechanic,18645.0,4,Bachelor's,0.03,0.72,0.45,Medium,0.61,0.99,0.35,0.06,0.19,0.9,0.7,0.79,0.12,0.13,construction,130859.0,34549.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,68,7,37,Master,0.83,8,3,Stable
Truck Driver,9630.0,7,Master's,0.86,0.71,0.86,High,0.52,0.54,0.2,0.64,0.04,0.99,0.03,0.05,0.32,0.83,general,181181.0,59290.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,81,8,44,Master,0.54,5,4,Declining
Research Scientist,25322.0,2,Bachelor's,0.47,0.52,0.07,Low,0.61,0.19,0.69,0.79,0.85,0.13,0.46,0.95,0.77,0.12,data,493673.0,136971.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,74,6,60,None,0.5,6,7,Risky
Customer Support,8906.0,1,High School,0.05,1.21,0.91,High,0.7,0.64,0.25,0.49,0.72,0.19,0.48,0.12,0.53,0.57,general,123833.0,40552.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,63,9,94,Bachelor,0.3,5,9,High Growth
Financial Analyst,23442.0,3,Bachelor's,0.47,1.09,0.7,Medium,0.62,0.75,0.19,0.53,0.01,0.03,0.32,0.47,0.58,0.89,general,84366.0,68256.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,98,4,12,Bachelor,0.66,4,8,Stable
Mechanic,35902.0,2,High School,0.3,1.24,0.52,Medium,0.78,0.41,0.09,0.62,0.56,0.95,0.16,0.66,0.47,0.38,construction,51049.0,56435.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,70,6,31,PhD,0.1,5,5,Stable
AI Engineer,19466.0,6,Master's,0.48,0.9,0.17,Low,0.94,0.66,0.29,0.17,0.42,0.45,0.6,0.27,0.77,0.1,software,233910.0,55471.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,68,4,98,Master,0.8,6,8,Stable
Graphic Designer,18528.0,0,Bachelor's,0.83,1.39,0.61,Medium,0.58,0.57,0.47,0.23,0.38,0.99,0.15,0.54,0.87,0.45,general,120943.0,43922.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,59,6,94,Diploma,0.44,2,6,High Growth
Customer Support,27240.0,6,Master's,0.17,0.93,0.94,High,0.09,0.59,0.92,0.95,0.85,0.86,0.65,0.22,0.73,0.98,general,156868.0,47005.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,85,8,26,Master,0.58,3,3,Declining
Truck Driver,32030.0,7,Master's,0.26,1.07,0.87,High,0.21,0.72,0.59,0.61,0.31,0.16,0.62,0.59,0.34,0.3,general,203082.0,64512.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,59,6,39,Master,0.49,8,6,Declining
HR Specialist,23134.0,7,Master's,0.49,1.47,0.61,Medium,0.85,0.51,0.53,0.2,0.72,0.42,0.74,0.41,0.11,0.17,general,94285.0,59722.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,71,5,12,Bachelor,0.58,7,9,Risky
Construction Worker,23814.0,2,High School,0.26,0.76,0.93,High,0.66,0.11,0.14,0.27,0.59,0.75,0.27,0.87,0.11,0.21,construction,114634.0,54322.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,99,8,16,PhD,0.51,8,8,High Growth
Construction Worker,13315.0,4,Bachelor's,0.13,1.39,0.88,High,0.07,0.48,0.52,0.93,0.42,0.45,0.11,0.64,0.21,0.08,construction,71417.0,35581.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,90,3,21,Master,0.61,7,7,High Growth
UX Researcher,8520.0,7,Master's,0.27,0.64,0.58,Medium,0.82,0.06,0.11,0.09,0.05,0.66,0.59,0.66,0.51,0.82,general,157515.0,39994.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,89,3,81,Diploma,0.4,6,3,High Growth
Retail Worker,14338.0,2,Bachelor's,0.92,0.99,0.9,High,0.41,0.44,0.85,0.11,0.56,0.73,0.75,0.59,0.45,0.26,data,310760.0,66629.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,57,5,12,PhD,0.68,3,5,Declining
Retail Worker,9688.0,6,Master's,0.37,1.3,0.71,High,0.23,0.35,0.67,0.32,0.04,0.17,0.26,0.18,0.2,0.77,data,429750.0,72212.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,87,5,33,Bachelor,0.44,8,3,Stable
UX Researcher,23509.0,3,Master's,0.41,1.47,0.48,Medium,0.93,0.3,0.4,0.4,0.55,0.58,0.25,0.79,0.5,0.01,general,151042.0,65828.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Onsite,68,4,39,Diploma,0.32,6,8,High Growth
Customer Support,8768.0,0,High School,0.8,0.75,0.71,High,0.81,0.98,0.08,0.94,0.36,0.94,0.65,0.89,0.79,0.03,general,135487.0,36171.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,60,9,91,Diploma,0.89,2,9,Declining
Research Scientist,20403.0,6,Master's,0.53,0.63,0.17,Low,0.95,0.29,0.49,0.38,0.63,0.19,0.26,0.86,0.81,0.79,data,514146.0,127973.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,64,4,55,Bachelor,0.36,4,6,Stable
Construction Worker,22731.0,1,High School,0.46,1.23,0.8,High,0.1,0.39,0.16,0.39,0.3,0.6,0.36,0.71,0.51,0.92,construction,87519.0,44590.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,90,7,59,Bachelor,0.75,6,7,Risky
Teacher,29899.0,2,Bachelor's,0.69,1.17,0.29,Low,0.37,0.31,0.17,0.27,0.5,0.84,0.28,0.16,0.27,0.1,education,73068.0,29642.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,85,9,16,None,0.46,9,3,Declining
UX Researcher,21397.0,10,PhD,0.08,0.86,0.5,Medium,0.43,0.28,0.29,0.63,0.72,0.58,0.98,0.94,0.1,0.26,general,189791.0,32823.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,81,3,42,PhD,0.78,8,8,Stable
Data Scientist,24126.0,3,Bachelor's,0.03,1.09,0.68,Medium,0.68,0.09,0.75,0.38,0.92,0.29,0.47,0.75,0.26,0.18,data,472138.0,84344.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,84,6,92,PhD,0.41,9,3,Risky
Retail Worker,30493.0,6,Master's,0.49,1.43,0.77,High,0.04,0.62,0.06,0.51,0.38,0.48,0.16,0.09,0.75,0.25,data,440283.0,109264.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,66,6,20,PhD,0.68,3,4,Declining
AI Engineer,16536.0,2,Bachelor's,0.76,0.7,0.28,Low,0.16,0.8,0.42,0.18,0.94,0.96,0.51,0.47,0.9,0.6,software,279710.0,104326.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,79,3,85,Master,0.89,2,9,Stable
Chef,24616.0,2,High School,0.43,1.34,0.64,Medium,0.94,0.29,0.68,0.07,0.73,0.56,0.25,0.65,0.14,0.33,general,135332.0,42858.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,52,8,94,None,0.88,7,5,Risky
HR Specialist,11502.0,0,High School,0.78,0.81,0.32,Medium,0.18,0.61,0.02,0.79,0.9,0.5,0.71,0.46,0.31,0.16,general,174459.0,67925.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,56,3,41,Diploma,0.21,9,8,Risky
Security Guard,11654.0,11,PhD,0.93,1.39,0.93,High,0.97,0.17,0.15,0.43,0.69,0.44,0.89,0.72,0.63,0.07,general,183389.0,52175.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,63,3,17,None,0.54,3,9,High Growth
Truck Driver,19510.0,7,PhD,0.43,1.48,0.78,High,0.63,0.99,0.26,0.17,0.55,0.55,0.92,0.03,0.41,0.31,general,190913.0,43085.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,96,3,57,Bachelor,0.42,6,7,Declining
Customer Support,15336.0,0,High School,0.03,1.33,0.79,High,0.25,0.58,0.7,0.81,0.35,0.81,0.46,0.1,0.85,0.55,general,104703.0,44780.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,71,7,25,Diploma,0.74,6,8,Declining
Software Engineer,29941.0,10,PhD,0.94,1.06,0.3,Low,0.87,0.28,0.5,0.2,0.3,0.69,0.43,0.63,0.82,0.34,software,135963.0,62447.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,89,5,66,PhD,0.21,3,5,Stable
Software Engineer,18722.0,4,Bachelor's,0.78,1.22,0.52,Medium,0.38,0.41,0.43,0.35,0.7,0.13,0.97,0.78,0.3,0.04,software,176543.0,96345.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,56,4,25,None,0.9,2,4,Stable
Truck Driver,18005.0,0,High School,0.55,0.93,0.83,High,0.66,0.99,0.78,0.54,0.77,0.48,0.31,0.26,0.4,0.0,general,141897.0,48276.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,57,4,98,Master,0.59,9,7,Risky
